"","leadGram","gram","Record"
"45041","that makes","up",2
"45049","alone is","worth",2
"45056","price of","admission",2
"45109","doesnt get","the",2
"45114","of his","dad",2
"45120","what was","his",2
"45134","was as","good",2
"45159","many ways","in",2
"45161","our lives","that",2
"45186","as people","came",2
"45191","people came","to",2
"45225","i was","particularly",2
"45226","intrigued by","this",2
"45282","and send","him",2
"45289","way with","your",2
"45300","after realizing","that",2
"45303","decided that","he",2
"45312","with me","after",2
"45362","be a","member",2
"45370","member of","that",2
"45372","on the","japanese",2
"45382","is a","solid",2
"45402","and a","spoon",2
"45412","tuesdays with","dorie",2
"45434","lasts just","over",2
"45443","manage to","keep",2
"45452","also tend","to",2
"45455","hard on","my",2
"45456","i also","tend",2
"45458","my hands","in",2
"45470","spent so","much",2
"45472","we have","spent",2
"45474","at my","school",2
"45481","the students","at",2
"45484","because its","what",2
"45497","a day","on",2
"45507","a yearold","who",2
"45533","love and","mercy",2
"45542","one that","the",2
"45545","the story","should",2
"45554","just a","part",2
"45555","part time","job",2
"45612","go right","back",2
"45615","right back","into",2
"45616","the animals","and",2
"45620","as a","bonus",2
"45645","actually a","lot",2
"45650","having very","little",2
"45654","than i","anticipated",2
"45658","a day","but",2
"45670","my goal","for",2
"45672","to eat","some",2
"45674","and vegans","out",2
"45679","out there","this",2
"45684","vegans out","there",2
"45685","vegetarians and","vegans",2
"45695","in the","heavens",2
"45702","throne in","the",2
"45722","my dream","job",2
"45731","night was","my",2
"45732","service as","the",2
"45745","seal of","the",2
"45748","the seal","of",2
"45754","number of","those",2
"45757","the tribes","of",2
"45760","tribes of","israel",2
"45763","and were","holding",2
"45766","in their","hands",2
"45778","family at","the",2
"45790","life that","we",2
"45799","a decision","about",2
"45809","never made","a",2
"45834","just a","handful",2
"45859","i through","the",2
"45869","do is","take",2
"45886","again for","another",2
"45901","got her","there",2
"45912","we got","her",2
"45934","learnt a","lot",2
"45945","then the","use",2
"45946","word and","the",2
"45951","for three","hours",2
"45955","on stage","i",2
"45959","as she","would",2
"45976","was filled","by",2
"46011","father who","was",2
"46037","the most","volatile",2
"46064","to ensure","a",2
"46074","in creating","the",2
"46076","project i","was",2
"46080","the photo","project",2
"46101","living or","dead",2
"46113","it some","thought",2
"46115","one time","and",2
"46119","time and","have",2
"46123","but in","many",2
"46127","i know","her",2
"46140","through her","eyes",2
"46146","and what","would",2
"46148","help her","to",2
"46153","understand more","about",2
"46175","she is","she",2
"46214","save them","for",2
"46216","them for","something",2
"46223","course she","has",2
"46224","day and","is",2
"46225","extremely happy","and",2
"46243","like the","teachers",2
"46249","the director","and",2
"46263","stem cell","research",2
"46271","right to","take",2
"46273","to take","away",2
"46276","as that","might",2
"46281","people it","is",2
"46296","my flight","to",2
"46335","could barely","walk",2
"46363","in an","airport",2
"46396","man next","to",2
"46403","to the","gate",2
"46404","are talking","to",2
"46415","you are","talking",2
"46432","lucky to","get",2
"46457","looked like","i",2
"46465","about the","military",2
"46470","guy on","the",2
"46474","stuff and","the",2
"46478","we were","chatting",2
"46486","im there","for",2
"46499","his drivers","license",2
"46512","for a","girl",2
"46513","girl who","has",2
"46520","song for","a",2
"46535","and cant","go",2
"46558","in the","photographs",2
"46569","is allergic","to",2
"46579","around and","the",2
"46581","child is","now",2
"46585","has been","completely",2
"46589","system has","been",2
"46594","and said","im",2
"46597","day and","said",2
"46617","the items","that",2
"46626","have found","is",2
"46650","worked out","for",2
"46671","play piano","and",2
"46673","well and","he",2
"46680","once said","that",2
"46710","and so","to",2
"46750","this consswearjarution","is",2
"46769","this country","is",2
"46770","understanding of","our",2
"46781","the french","had",2
"46800","would agree","that",2
"46809","still manages","to",2
"46815","and the","better",2
"46829","you get","at",2
"46838","noticed that","some",2
"46848","happened i","just",2
"46874","anyway its","not",2
"46892","reading watching","movies",2
"46896","watching movies","and",2
"46912","he is","ready",2
"46913","is ready","and",2
"46916","ready and","willing",2
"46929","to just","take",2
"46957","know that","many",2
"46971","no other","name",2
"46985","had the","misfortune",2
"46992","the misfortune","of",2
"46996","out the","way",2
"46998","the way","now",2
"47011","not only","his",2
"47020","again so","soon",2
"47027","probably wondering","why",2
"47030","wondering why","i",2
"47032","youre probably","wondering",2
"47037","is right","around",2
"47045","an swearjarociates","degree",2
"47051","i will","only",2
"47082","because i","simply",2
"47101","is no","small",2
"47124","is brewed","by",2
"47131","which is","brewed",2
"47143","person in","my",2
"47156","since i","wrote",2
"47228","world is","not",2
"47230","could be","that",2
"47234","is the","apparent",2
"47243","and finally","what",2
"47297","me that","one",2
"47302","to my","bedroom",2
"47314","little surprised","because",2
"47319","turned a","month",2
"47321","before it","is",2
"47334","can pull","it",2
"47336","easily and","the",2
"47347","agreed to","let",2
"47359","after the","death",2
"47366","of his","parents",2
"47369","the early","years",2
"47371","years of","his",2
"47387","he was","listed",2
"47396","was listed","as",2
"47402","i found","in",2
"47403","in the","and",2
"47408","with the","information",2
"47437","process of","the",2
"47442","is not","quite",2
"47445","of times","but",2
"47447","times but","i",2
"47458","been getting","into",2
"47465","lately and","i",2
"47477","opportunity to","read",2
"47480","with the","opportunity",2
"47482","clear on","this",2
"47495","care about","your",2
"47503","you care","about",2
"47506","cost of","a",2
"47518","the extra","cost",2
"47520","to factor","in",2
"47523","expensive shoes","and",2
"47527","intended to","use",2
"47551","away on","the",2
"47586","in my","throat",2
"47589","lump in","my",2
"47595","and taken","to",2
"47607","was handcuffed","and",2
"47611","are so","thankful",2
"47625","not dealing","with",2
"47627","right now","you",2
"47635","count your","blessings",2
"47650","of making","them",2
"47653","soldiers on","the",2
"47664","he probably","doesnt",2
"47677","find a","reason",2
"47679","ive found","it",2
"47696","the impetus","for",2
"47703","dash of","red",2
"47733","i simply","wrote",2
"47736","label on","the",2
"47739","so i","simply",2
"47759","its doors","in",2
"47788","the first","books",2
"47800","of the","key",2
"47827","a guest","star",2
"47833","he appeared","in",2
"47860","similarities between","the",2
"47879","to be","continued",2
"47889","not least","we",2
"47893","be touched","by",2
"47896","feeling that","way",2
"47909","fish to","fry",2
"47910","handle it","but",2
"47921","got him","to",2
"47922","him to","an",2
"47932","go back","years",2
"47935","right down","to",2
"47947","is distinct","from",2
"47981","into the","fray",2
"47991","a shot","to",2
"47998","shot to","the",2
"48013","to allow","her",2
"48025","out of","trouble",2
"48027","the ground","with",2
"48044","and set","off",2
"48058","best kind","of",2
"48074","emotions from","the",2
"48083","these players","are",2
"48085","are in","it",2
"48090","story not","the",2
"48092","the story","not",2
"48113","fun for","the",2
"48120","the character","but",2
"48159","and am","looking",2
"48181","on my","wall",2
"48198","a scene","from",2
"48243","asking the","kid",2
"48294","the kid","to",2
"48295","there i","would",2
"48322","home there","is",2
"48327","of these","animals",2
"48329","the foster","home",2
"48336","in the","home",2
"48371","you do","when",2
"48374","do you","blame",2
"48385","foster home","to",2
"48394","is always","very",2
"48426","has caught","up",2
"48431","there and","do",2
"48462","after which","the",2
"48487","then made","two",2
"48489","who then","made",2
"48494","leader of","a",2
"48503","was to","the",2
"48512","lean on","the",2
"48552","did and","she",2
"48563","up enough","for",2
"48568","been up","and",2
"48588","about minutes","but",2
"48591","i ordered","was",2
"48592","it only","takes",2
"48595","only takes","about",2
"48597","surprisingly it","only",2
"48598","takes about","minutes",2
"48622","this ever","happened",2
"48627","but im","just",2
"48629","glad we","have",2
"48633","pictures right","now",2
"48644","is to","fight",2
"48646","test is","to",2
"48653","enough to","take",2
"48677","it is","is",2
"48683","when it","reaches",2
"48689","how long","he",2
"48704","on hand","the",2
"48715","feel is","worth",2
"48717","i used","white",2
"48720","which i","feel",2
"48723","and light","in",2
"48754","left was","to",2
"48760","was to","give",2
"48763","ever tried","to",2
"48770","you ever","tried",2
"48778","in taking","your",2
"48798","a bit","disappointed",2
"48822","this book","dont",2
"48825","at first","glance",2
"48852","be quite","annoying",2
"48867","concerning the","relationship",2
"48871","it is","advisable",2
"48872","know concerning","the",2
"48885","her portrayal","of",2
"48886","in her","portrayal",2
"48889","portrayal of","the",2
"48915","game but","with",2
"48919","the game","but",2
"48952","the added","step",2
"48955","to your","right",2
"48958","your right","and",2
"48970","so that","theyre",2
"48972","the bend","and",2
"48984","in this","position",2
"48992","up a","run",2
"49016","the sky","as",2
"49019","been kind","of",2
"49057","to that","question",2
"49090","go outside","and",2
"49096","and report","me",2
"49107","i will","however",2
"49112","race i","will",2
"49127","also full","of",2
"49148","like a","large",2
"49155","two of","its",2
"49266","is fraught","with",2
"49269","this reason","that",2
"49276","had their","idea",2
"49292","composed of","the",2
"49294","feature of","a",2
"49300","of a","public",2
"49305","the humans","and",2
"49316","all the","windows",2
"49319","checked all","the",2
"49322","last time","as",2
"49323","off the","lights",2
"49328","time as","he",2
"49335","the dark","which",2
"49367","recipe is","that",2
"49387","of the","jar",2
"49389","the jar","and",2
"49393","it on","some",2
"49401","and oh","so",2
"49418","on his","blog",2
"49419","one day","on",2
"49426","i developed","a",2
"49430","warm and","loving",2
"49437","children as","well",2
"49447","soub and","i",2
"49474","them of","their",2
"49494","from amazon","and",2
"49495","get them","from",2
"49499","be participating","in",2
"49500","but certainly","not",2
"49501","certainly not","least",2
"49502","in a","group",2
"49508","participating in","a",2
"49509","will be","participating",2
"49518","topic of","this",2
"49526","unfortunately i","was",2
"49535","i can","have",2
"49543","and to","feel",2
"49551","to try","not",2
"49554","a few","tears",2
"49567","a child","can",2
"49591","of nowhere","and",2
"49603","must rely","on",2
"49606","rely on","the",2
"49623","as symbols","of",2
"49624","black man","in",2
"49631","sees them","as",2
"49634","that a","black",2
"49638","black man","is",2
"49647","obviously the","black",2
"49669","have a","decent",2
"49678","you plan","to",2
"49698","speed of","the",2
"49710","small town","in",2
